country,city_actual,rating_count,distance,center1label,distance_alter,center2label,neighbourhood,price,price_night,city,stars,ratingta,ratingta_count,acc_type,ratings,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,nnights
Austria,Vienna,581,1.7,City centre,4.4,Donauturm,Mariahilf,100,price for 1 night,Vienna,3.5,4.5,1414,Hotel,4.5,0,22227,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,98,1.6,City centre,4.3,Donauturm,Mariahilf,100,price for 1 night,Vienna,4,3.5,372,Hotel,3.7,0,22236,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,74,2.7,City centre,4.2,Donauturm,Vienna,100,price for 1 night,Vienna,3.5,4,282,Hotel,4.4,1,22364,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,77,1.2,City centre,3.7,Donauturm,Wieden,100,price for 1 night,Vienna,3,4,149,Hotel,4,1,22401,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,112,1,City centre,3.7,Donauturm,Wieden,100,price for 1 night,Vienna,4,4.5,1006,Hotel,4.4,1,22407,0,0% no offer,2017,11,0,0,1
Austria,Vienna,441,1.7,City centre,4.2,Donauturm,Favoriten,99,price for 1 night,Vienna,3.5,4.5,630,Hotel,4.4,0,21940,0,0% no offer,2017,11,0,0,1
Austria,Vienna,183,1.5,City centre,1.6,Donauturm,Leopoldstadt,99,price for 1 night,Vienna,3,4.5,491,Hotel,4.5,0,22145,0,0% no offer,2017,11,0,0,1
Austria,Vienna,264,1,City centre,3.8,Donauturm,Mariahilf,99,price for 1 night,Vienna,4,4,1228,Hotel,4,1,22224,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,305,1.8,City centre,4.4,Donauturm,Neubau,99,price for 1 night,Vienna,3,4,1171,Hotel,4.1,0,22241,0,0% no offer,2017,11,0,0,1
Austria,Vienna,308,1.7,City centre,4.4,Donauturm,Neubau,99,price for 1 night,Vienna,4,4,612,Hotel,4.1,0,22253,1,15-50% offer,2017,11,0,0,1
Austria,Schwechat,26,7.7,City centre,7.9,Donauturm,Schwechat,99,price for 1 night,Vienna,3,3.5,191,Hotel,3.7,0,22320,0,0% no offer,2017,11,0,0,1
Austria,Vienna,88,0.5,City centre,2.6,Donauturm,Innere Stadt,98,price for 1 night,Vienna,3,3.5,66,Hotel,3.7,1,21984,0,0% no offer,2017,11,0,0,1
Austria,Vienna,100,0.8,City centre,3.5,Donauturm,Neubau,98,price for 1 night,Vienna,4,4,650,Hotel,3.7,1,22239,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,72,3.1,City centre,5.9,Donauturm,Vienna,97,price for 1 night,Vienna,4,4,277,Hotel,4,0,22340,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,94,3.6,City centre,1.2,Donauturm,Donaustadt,95,price for 1 night,Vienna,4,4,228,Hotel,4.3,0,21926,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,572,1.5,City centre,3.9,Donauturm,Wieden,95,price for 1 night,Vienna,4,4,1003,Hotel,4.1,1,22402,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,169,1,City centre,3.4,Donauturm,Josefstadt,94,price for 1 night,Vienna,3,4,452,Hotel,4.1,1,22084,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,125,1.1,City centre,3.9,Donauturm,Mariahilf,93,price for 1 night,Vienna,4,4,410,Hotel,4,1,22219,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,140,2.9,City centre,5.6,Donauturm,Schonbrunn,92,price for 1 night,Vienna,4,4,753,Hotel,4.1,0,22312,1,1-15% offer,2017,11,0,0,1
Austria,Schwechat,333,11,City centre,11,Donauturm,Schwechat,92,price for 1 night,Vienna,3,4,196,Hotel,4.3,0,22317,0,0% no offer,2017,11,0,0,1
Austria,Voesendorf,115,7.1,City centre,9.9,Donauturm,Voesendorf,92,price for 1 night,Vienna,4,3.5,545,Hotel,3.7,0,22378,0,0% no offer,2017,11,0,0,1
Austria,Vienna,291,1.3,City centre,3.9,Donauturm,Wieden,92,price for 1 night,Vienna,3,4,688,Hotel,4.3,0,22390,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,525,1.9,City centre,4.2,Donauturm,Favoriten,91,price for 1 night,Vienna,4,4.5,741,Hotel,4.5,0,21946,0,0% no offer,2017,11,0,0,1
Austria,Schwechat,39,6.7,City centre,8.2,Donauturm,Schwechat,91,price for 1 night,Vienna,3,3.5,161,Hotel,3.5,0,22323,0,0% no offer,2017,11,0,0,1
Austria,Vienna,34,0.9,City centre,3.7,Donauturm,Wieden,91,price for 1 night,Vienna,3,3.5,383,Hotel,3.5,1,22398,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,89,4.6,City centre,7.4,Donauturm,Vienna,90,price for 1 night,Vienna,3,3,78,Hotel,3,1,22363,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,422,1.6,City centre,1.2,Donauturm,Leopoldstadt,89,price for 1 night,Vienna,3,4,1580,Hotel,4.1,0,22179,1,15-50% offer,2017,11,0,0,1
Austria,Voesendorf,38,7,City centre,9.7,Donauturm,Voesendorf,89,price for 1 night,Vienna,4,3,73,Hotel,3.5,0,22377,0,0% no offer,2017,11,0,0,1
Austria,Vienna,92,0.9,City centre,3.3,Donauturm,Josefstadt,88,price for 1 night,Vienna,3,4,509,Hotel,4.4,1,22072,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,330,3.4,City centre,0.9,Donauturm,Donaustadt,87,price for 1 night,Vienna,3,3.5,423,Hotel,3.7,1,21933,0,0% no offer,2017,11,0,0,1
Austria,Vienna,90,0.9,City centre,1.9,Donauturm,Leopoldstadt,87,price for 1 night,Vienna,3,3.5,314,Hotel,3.5,0,22188,0,0% no offer,2017,11,0,0,1
Austria,Vienna,45,1.9,City centre,4.7,Donauturm,Mariahilf,87,price for 1 night,Vienna,4,4,290,Hotel,3.5,0,22235,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,12,2.4,City centre,3.9,Donauturm,Vienna,87,price for 1 night,Vienna,3,4,30,Hotel,4,1,22362,0,0% no offer,2017,11,0,0,1
Austria,Vienna,136,1.8,City centre,1,Donauturm,Leopoldstadt,86,price for 1 night,Vienna,4,3.5,326,Hotel,4,0,22149,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,303,1.4,City centre,4.2,Donauturm,Margareten,86,price for 1 night,Vienna,4,3.5,1708,Hotel,3.9,0,22203,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,85,1.3,City centre,4.1,Donauturm,Mariahilf,86,price for 1 night,Vienna,3,4,383,Hotel,4,1,22212,0,0% no offer,2017,11,0,0,1
Austria,Vienna,72,1.6,City centre,4,Donauturm,Wieden,86,price for 1 night,Vienna,3,4,89,Hotel,4.3,0,22387,0,0% no offer,2017,11,0,0,1
Austria,Vienna,53,1.4,City centre,2.5,Donauturm,Alsergrund,85,price for 1 night,Vienna,4,3.5,629,Hotel,3.7,0,21901,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,18,1.7,City centre,2.6,Donauturm,Alsergrund,85,price for 1 night,Vienna,4,4,62,Hotel,4.1,0,21917,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,13,0.8,City centre,2.1,Donauturm,Landstrasse,85,price for 1 night,Vienna,3,3.5,183,Hotel,3.5,1,22130,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,24,3.1,City centre,5.9,Donauturm,Schonbrunn,85,price for 1 night,Vienna,3,3,114,Hotel,2.7,1,22310,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,168,3,City centre,3.2,Donauturm,Wahring,85,price for 1 night,Vienna,4,3.5,553,Hotel,4,0,22384,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,152,1.5,City centre,1.4,Donauturm,Leopoldstadt,84,price for 1 night,Vienna,3,4,1249,Hotel,3.9,0,22162,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,3,0.8,City centre,2.2,Donauturm,Leopoldstadt,84,price for 1 night,Vienna,3,4,92,Hotel,2.2,1,22185,0,0% no offer,2017,11,0,0,1
Austria,Vienna,239,1.6,City centre,4.3,Donauturm,Mariahilf,84,price for 1 night,Vienna,4,4,561,Hotel,4.3,0,22237,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,186,1.9,City centre,2.7,Donauturm,Wahring,84,price for 1 night,Vienna,3,4.5,982,Hotel,4.4,0,22380,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,55,1.7,City centre,2.5,Donauturm,Alsergrund,83,price for 1 night,Vienna,3,4,52,Hotel,4,0,21902,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,113,2.1,City centre,4.8,Donauturm,Rudolfsheim-Funfhaus,83,price for 1 night,Vienna,3,4,260,Hotel,4.1,0,22289,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,18,2.6,City centre,5.4,Donauturm,Schonbrunn,83,price for 1 night,Vienna,3.5,NA,NA,Hotel,4.5,1,22311,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,45,3.9,City centre,6.6,Donauturm,Vienna,83,price for 1 night,Vienna,4,3.5,121,Hotel,4,0,22343,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,33,1.2,City centre,2.8,Donauturm,Alsergrund,82,price for 1 night,Vienna,4,3.5,219,Hotel,3.9,1,21903,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,181,1.4,City centre,3.1,Donauturm,Landstrasse,82,price for 1 night,Vienna,4,4,395,Hotel,4,0,22117,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,359,1.7,City centre,3.3,Donauturm,Landstrasse,82,price for 1 night,Vienna,4,4,717,Hotel,4.1,1,22118,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,267,1.6,City centre,1.7,Donauturm,Leopoldstadt,82,price for 1 night,Vienna,3,4,727,Hotel,4.1,0,22169,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,39,1.1,City centre,3.9,Donauturm,Mariahilf,82,price for 1 night,Vienna,3,3.5,78,Hotel,3.9,0,22229,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,484,1.8,City centre,4.5,Donauturm,Mariahilf,82,price for 1 night,Vienna,4,4,1150,Hotel,3.9,0,22230,0,0% no offer,2017,11,0,0,1
Austria,Vienna,1541,2.4,City centre,5.2,Donauturm,Schonbrunn,82,price for 1 night,Vienna,3.5,4.5,1245,Hotel,4.5,0,22306,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,183,2.6,City centre,5.4,Donauturm,Schonbrunn,82,price for 1 night,Vienna,4,4,1148,Hotel,4.4,0,22307,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,189,1.7,City centre,3.8,Donauturm,17. Hernals,81,price for 1 night,Vienna,4,3.5,708,Hotel,3.9,0,21897,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,54,2.4,City centre,4.9,Donauturm,Rudolfsheim-Funfhaus,81,price for 1 night,Vienna,3,4.5,635,Hotel,4.1,1,22281,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,21,3.7,City centre,6.4,Donauturm,Vienna,81,price for 1 night,Vienna,3.5,3,12,Hotel,4.1,1,22334,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,44,1.4,City centre,4.2,Donauturm,Mariahilf,80,price for 1 night,Vienna,3,3.5,170,Hotel,3.9,0,22218,0,0% no offer,2017,11,0,0,1
Austria,Vienna,83,4.1,City centre,6,Donauturm,Ottakring,80,price for 1 night,Vienna,4,4,265,Hotel,4,0,22271,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,81,2.1,City centre,4.8,Donauturm,Rudolfsheim-Funfhaus,80,price for 1 night,Vienna,3,4,464,Hotel,4.1,1,22279,1,15-50% offer,2017,11,0,0,1
Austria,Schwechat,161,6.3,City centre,6.9,Donauturm,Schwechat,80,price for 1 night,Vienna,3,3.5,247,Hotel,3.2,0,22322,0,0% no offer,2017,11,0,0,1
Austria,Vienna,102,1.4,City centre,3.6,Donauturm,Josefstadt,79,price for 1 night,Vienna,3,3.5,127,Hotel,3.5,1,22064,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,79,1.3,City centre,3.3,Donauturm,Landstrasse,79,price for 1 night,Vienna,4,3.5,77,Hotel,3.7,1,22140,0,0% no offer,2017,11,0,0,1
Austria,Vienna,122,0.9,City centre,1.9,Donauturm,Leopoldstadt,79,price for 1 night,Vienna,3,4,290,Hotel,3.7,0,22157,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,77,0.8,City centre,2.8,Donauturm,Alsergrund,78,price for 1 night,Vienna,3,3.5,120,Hotel,3.9,1,21919,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,76,0.9,City centre,2.8,Donauturm,Alsergrund,78,price for 1 night,Vienna,3,3.5,161,Hotel,4,1,21920,0,0% no offer,2017,11,0,0,1
Austria,Vienna,171,3.2,City centre,4.5,Donauturm,Vienna,78,price for 1 night,Vienna,3,4,811,Hotel,4.3,0,22354,0,0% no offer,2017,11,0,0,1
Austria,Vienna,20,0.9,City centre,2.8,Donauturm,Alsergrund,77,price for 1 night,Vienna,3,3.5,97,Hotel,3.7,0,21918,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,77,4.2,City centre,1.5,Donauturm,Donaustadt,77,price for 1 night,Vienna,3,4,158,Hotel,3.9,1,21924,0,0% no offer,2017,11,0,0,1
Austria,Vienna,193,3.9,City centre,1.9,Donauturm,Donaustadt,77,price for 1 night,Vienna,3,3,91,Hotel,2.7,0,21925,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,161,1.9,City centre,4.6,Donauturm,Mariahilf,77,price for 1 night,Vienna,3,4,2102,Hotel,4,0,22222,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,144,2.8,City centre,5.5,Donauturm,Rudolfsheim-Funfhaus,77,price for 1 night,Vienna,3,4,241,Hotel,4,0,22286,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,78,1.8,City centre,4.5,Donauturm,Rudolfsheim-Funfhaus,77,price for 1 night,Vienna,4,3,212,Hotel,3.9,0,22293,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,26,3.7,City centre,5,Donauturm,Vienna,77,price for 1 night,Vienna,3,3.5,21,Hotel,4,1,22348,0,0% no offer,2017,11,0,0,1
Austria,Vienna,362,2.1,City centre,4.6,Donauturm,Favoriten,76,price for 1 night,Vienna,3,4,269,Hotel,4.4,0,21943,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,141,1.6,City centre,4.2,Donauturm,Neubau,76,price for 1 night,Vienna,3,3.5,265,Hotel,3.5,0,22246,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,34,3.3,City centre,4.6,Donauturm,Vienna,76,price for 1 night,Vienna,3,4,61,Hotel,3.7,1,22355,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,1122,1.7,City centre,4.1,Donauturm,Favoriten,75,price for 1 night,Vienna,3.5,4.5,573,Hotel,4.4,0,21941,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,461,0.7,City centre,2.2,Donauturm,Leopoldstadt,75,price for 1 night,Vienna,3,4,827,Hotel,4.1,0,22184,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,100,2.6,City centre,5.4,Donauturm,Schonbrunn,75,price for 1 night,Vienna,4,3.5,309,Hotel,3.7,0,22302,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,65,4.8,City centre,7.3,Donauturm,Vienna,74,price for 1 night,Vienna,4,4,73,Hotel,3.9,1,22341,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,53,1.5,City centre,4,Donauturm,Wieden,73,price for 1 night,Vienna,3,3,293,Hotel,3.4,1,22403,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,821,1.7,City centre,4.2,Donauturm,Favoriten,71,price for 1 night,Vienna,4,4,31,Hotel,4,0,21959,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,136,1.8,City centre,4.4,Donauturm,Rudolfsheim-Funfhaus,70,price for 1 night,Vienna,4,3.5,1020,Hotel,3.9,0,22275,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,525,2.1,City centre,4.8,Donauturm,Rudolfsheim-Funfhaus,69,price for 1 night,Vienna,4,3.5,399,Hotel,3.7,0,22288,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,147,3.7,City centre,6.4,Donauturm,Vienna,69,price for 1 night,Vienna,4,3.5,320,Hotel,3.7,0,22342,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,43,0.9,City centre,3.2,Donauturm,Josefstadt,68,price for 1 night,Vienna,3,3.5,182,Hotel,3.7,1,22090,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,84,0.9,City centre,2.1,Donauturm,Leopoldstadt,68,price for 1 night,Vienna,3,4,129,Hotel,4,1,22165,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,38,3.6,City centre,6.2,Donauturm,Schonbrunn,68,price for 1 night,Vienna,3,4,116,Hotel,3.5,1,22299,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,69,4.5,City centre,5.2,Donauturm,Vienna,68,price for 1 night,Vienna,4,3.5,87,Hotel,4,1,22356,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,82,1.8,City centre,4.5,Donauturm,Margareten,67,price for 1 night,Vienna,3,4,909,Hotel,4,0,22205,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,160,1.8,City centre,3.4,Donauturm,Landstrasse,66,price for 1 night,Vienna,3,3.5,203,Hotel,3.9,0,22119,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,275,1.1,City centre,1.7,Donauturm,Leopoldstadt,66,price for 1 night,Vienna,3,4,407,Hotel,4,1,22170,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,225,3.6,City centre,6.1,Donauturm,Rudolfsheim-Funfhaus,66,price for 1 night,Vienna,4,3.5,388,Hotel,3.7,1,22285,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,33,3.9,City centre,6.4,Donauturm,Vienna,66,price for 1 night,Vienna,3,3.5,129,Hotel,3.7,0,22331,0,0% no offer,2017,11,0,0,1
Austria,Vienna,242,1,City centre,1.9,Donauturm,Leopoldstadt,63,price for 1 night,Vienna,3,3,183,Hotel,3.4,1,22152,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,80,2,City centre,4.7,Donauturm,Margareten,63,price for 1 night,Vienna,3,3.5,335,Hotel,3.5,0,22199,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,65,2,City centre,4.8,Donauturm,Schonbrunn,63,price for 1 night,Vienna,3,3.5,199,Hotel,3.7,0,22300,0,0% no offer,2017,11,0,0,1
Austria,Vienna,203,1.1,City centre,2.7,Donauturm,Alsergrund,60,price for 1 night,Vienna,4,4,359,Hotel,4.1,1,21912,1,1-15% offer,2017,11,0,0,1
Austria,Fischamend,366,13,City centre,13,Donauturm,Fischamend,59,price for 1 night,Vienna,3,2.5,243,Hotel,3,0,21964,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,128,1.6,City centre,3.7,Donauturm,Josefstadt,59,price for 1 night,Vienna,3,4,967,Hotel,3.9,1,22075,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,169,1.4,City centre,4.1,Donauturm,Wieden,58,price for 1 night,Vienna,3,3,135,Hotel,3.2,0,22408,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,79,3.7,City centre,6.3,Donauturm,Schonbrunn,56,price for 1 night,Vienna,3,4,177,Hotel,3.5,0,22304,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,194,2,City centre,4.5,Donauturm,Favoriten,54,price for 1 night,Vienna,3,4,522,Hotel,3.5,0,21935,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,63,1.1,City centre,3.4,Donauturm,Josefstadt,54,price for 1 night,Vienna,3,3,85,Hotel,3.2,1,22080,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,69,3.1,City centre,5.2,Donauturm,Ottakring,52,price for 1 night,Vienna,3,3.5,193,Hotel,3.5,0,22268,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,50,3.9,City centre,6.6,Donauturm,Vienna,50,price for 1 night,Vienna,3,4,12,Hotel,3.9,0,22344,1,15-50% offer,2017,11,0,0,1
